Probes.Probe_Type VCap.Probe_id VCap.Gene_symbol point_change androgen_point_change
VCap only ILMN_2306540 PDE9A 5 0
VCap only ILMN_2128750 PTTG1IP 9 9
VCap only ILMN_2175912 ITGB2 14 0
VCap only ILMN_2319326 ADARB1 5 0
VCap only ILMN_2065822 MCM3APAS 5 0
VCap only ILMN_2372413 BID 4 0
VCap only ILMN_1739025 GGT2 5 0
VCap only ILMN_2403896 GGTLC2 15 11
VCap only ILMN_2113728 ZDHHC8P 5 0
VCap only ILMN_2368585 GGT1 13 11
VCap only ILMN_2365465 XBP1 3 0
VCap only ILMN_2387505 AP1B1 5 4
VCap only ILMN_2393169 THOC5 2 0
VCap only ILMN_2098418 TBC1D10A 7 3
VCap only ILMN_2355665 MTP18 0 1
VCap only ILMN_2408430 LARGE 0 0
VCap only ILMN_2403851 GGA1 0 NA
VCap only ILMN_2373982 PICK1 3 4
VCap only ILMN_2394305 PDGFB 4 0
VCap only ILMN_2368721 CENPM 9 0
VCap only ILMN_2074860 KRT4 2 0
VCap only ILMN_2153495 WNT7B 3 0
VCap only ILMN_2319424 GYG2 6 0
VCap only ILMN_2205050 PRKX 4 0
VCap only ILMN_2371433 MID1 4 0
VCap only ILMN_2388746 ARHGAP6 8 0
VCap only ILMN_2373728 ASB9 5 0
VCap only ILMN_2383383 PIR 4 0
VCap only ILMN_2119123 GRPR 2 0
VCap only ILMN_2392356 CTPS2 11 4
VCap only ILMN_2089175 SYAP1 0 NA
VCap only ILMN_2349071 GPR64 3 0
VCap only ILMN_2225318 SMS 8 5
VCap only ILMN_2165473 MID1IP1 2 0
VCap only ILMN_2414014 RBM10 8 1
VCap only ILMN_2401822 FTSJ1 2 0
VCap only ILMN_2189668 NUDT11 2 0
VCap only ILMN_2306189 MAGED1 10 4
VCap only ILMN_2347298 HRIHFB2216 2 0
VCap only ILMN_2394557 WNK3 5 0
VCap only ILMN_2078226 MAGEH1 22 0
VCap only ILMN_2373566 PJA1 15 9
VCap only ILMN_2052790 NONO 8 4
VCap only ILMN_2076600 ITM2A 11 2
VCap only ILMN_2414533 ARMCX6 14 0
VCap only ILMN_2234697 BEX1 11 7
VCap only ILMN_2351638 BC156670 0 6
VCap only ILMN_2181892 BEX2 13 0
VCap only ILMN_2370091 NGFRAP1 11 0
VCap only ILMN_2330341 TCEAL4 8 0
VCap only ILMN_1734190 TCEAL3 4 0
VCap only ILMN_2414135 PLP1 4 0
VCap only ILMN_2142284 SLC25A43 7 0
VCap only ILMN_2307455 UBE2A 4 2
VCap only ILMN_2376263 SMARCA1 2 0
VCap only ILMN_2382121 OCRL 4 0
VCap only ILMN_2056975 HPRT1 8 1
VCap only ILMN_2124951 RBMX 7 0
VCap only ILMN_2388142 CD99L2 18 0
VCap only ILMN_2243553 ZNF275 7 0
VCap only ILMN_2391765 C6orf48 14 9
VCap only ILMN_1797929 MICA 5 0
VCap only ILMN_1778401 HLA-B 4 0
VCap only ILMN_2130441 HLA-H 8 2
